1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
153	-0.724791	-0.725187	0.001979	1.159173	0.425621	0.111856	0.002194	0.111855	7	58	65
154	-0.666518	-0.666910	0.001959	0.318352	0.442408	0.092180	0.002169	0.091969	7	58	66
155	-0.673672	-0.674078	0.002032	0.000000	0.449114	0.117605	0.002221	0.117588	8	45	53
156	-0.690932	-0.691341	0.002045	0.999972	0.428701	0.102100	0.002240	0.102159	9	48	57
157	-0.725624	-0.726039	0.002076	0.159151	0.445736	0.100751	0.002271	0.100615	9	43	53
158	-0.703516	-0.703938	0.002107	0.000000	0.449114	0.082866	0.002307	0.082827	6	47	55
159	-0.711227	-0.711670	0.002215	0.999760	0.428705	0.088770	0.002423	0.088581	6	45	52
160	-0.657605	-0.658025	0.002096	1.997731	0.410101	0.113670	0.002257	0.113531	8	48	57
161	-0.693536	-0.693959	0.002115	1.156910	0.425664	0.092462	0.002269	0.092259	8	44	53
162	-0.717031	-0.717482	0.002257	0.316089	0.442455	0.087526	0.002407	0.087307	10	47	58
163	-0.687480	-0.687922	0.002211	0.000000	0.449114	0.096507	0.002327	0.096468	7	44	53
164	-0.671857	-0.672310	0.002264	0.000000	0.449114	0.084999	0.002373	0.084982	7	52	60
165	-0.703418	-0.703862	0.002220	0.763570	0.433357	0.098722	0.002324	0.098637	7	43	50
166	-0.683838	-0.684305	0.002336	1.763567	0.414320	0.167854	0.002437	0.167725	8	48	57
167	-0.705794	-0.706267	0.002368	2.763567	0.396885	0.100461	0.002456	0.100393	7	43	51
168	-0.671641	-0.672110	0.002346	3.763561	0.380858	0.109138	0.002409	0.109033	5	49	55
169	-0.686431	-0.686900	0.002347	2.924952	0.394208	0.117034	0.002419	0.117067	5	42	49
170	-0.697648	-0.698127	0.002393	2.096969	0.408339	0.122497	0.002463	0.122535	6	46	53
171	-0.698622	-0.699090	0.002338	3.096969	0.391394	0.112263	0.002414	0.112040	5	44	49
172	-0.691733	-0.692211	0.002394	4.096969	0.375798	0.102250	0.002452	0.102231	7	46	53
173	-0.718879	-0.719361	0.002411	5.096968	0.361398	0.115927	0.002468	0.115926	10	60	71
174	-0.681032	-0.681493	0.002305	4.302369	0.372748	0.102921	0.002344	0.102839	8	48	56
175	-0.689359	-0.689829	0.002349	5.302369	0.358576	0.118233	0.002383	0.118136	7	45	53
176	-0.683985	-0.684473	0.002444	4.461549	0.370417	0.082605	0.002483	0.082520	6	48	56
177	-0.679112	-0.679602	0.002447	3.620803	0.383066	0.083045	0.002462	0.083046	6	44	51
178	-0.711626	-0.712110	0.002420	2.779982	0.396611	0.101669	0.002434	0.101568	7	50	57
179	-0.663762	-0.664233	0.002355	1.939909	0.411135	0.089364	0.002358	0.089112	9	45	54
180	-0.699352	-0.699847	0.002475	2.939889	0.393962	0.111819	0.002455	0.111620	6	54	61
181	-0.678032	-0.678532	0.002502	2.099068	0.408302	0.095420	0.002459	0.095421	7	44	52
182	-0.710478	-0.710985	0.002535	1.258248	0.423726	0.111256	0.002507	0.111108	7	60	69
183	-0.708091	-0.708580	0.002446	2.133526	0.407694	0.107929	0.002378	0.107868	6	46	55
184	-0.698122	-0.698627	0.002528	1.292705	0.423071	0.115471	0.002469	0.115418	8	47	56
185	-0.699457	-0.699996	0.002692	0.451884	0.439654	0.088344	0.002623	0.088373	6	43	51
186	-0.674178	-0.674699	0.002608	1.451872	0.420072	0.098617	0.002549	0.098607	9	47	57
187	-0.665062	-0.665577	0.002573	2.451871	0.402160	0.084297	0.002494	0.084332	6	44	51
188	-0.697021	-0.697537	0.002578	1.611081	0.417114	0.094641	0.002503	0.094532	7	51	58
189	-0.654303	-0.654818	0.002575	2.611064	0.399448	0.087723	0.002484	0.087667	8	42	51
190	-0.698206	-0.698727	0.002602	2.054227	0.409096	0.079911	0.002524	0.079791	7	50	58
191	-0.715118	-0.715642	0.002620	1.781984	0.413985	0.117410	0.002518	0.117350	6	43	52
192	-0.696044	-0.696573	0.002646	2.016897	0.409760	0.113538	0.002534	0.113473	6	48	56
193	-0.706024	-0.706569	0.002725	1.176078	0.425296	0.103787	0.002606	0.103807	6	43	50
194	-0.678542	-0.679088	0.002728	2.174818	0.406968	0.105327	0.002608	0.105249	7	59	67
195	-0.701230	-0.701765	0.002672	3.174818	0.390133	0.085397	0.002550	0.085377	7	50	58
196	-0.663223	-0.663764	0.002705	4.137022	0.375200	0.094701	0.002581	0.094699	12	42	56
197	-0.699504	-0.700016	0.002558	5.137008	0.360845	0.102207	0.002433	0.102086	7	44	53
198	-0.683393	-0.683917	0.002621	4.296187	0.372839	0.119220	0.002485	0.119094	8	44	54
199	-0.675897	-0.676455	0.002789	3.456495	0.385640	0.088323	0.002633	0.088250	6	43	50
200	-0.699011	-0.699541	0.002652	4.357043	0.371944	0.117333	0.002488	0.117224	10	48	60
201	-0.696048	-0.696634	0.002928	5.357042	0.357832	0.080496	0.002760	0.080459	7	44	52
202	-0.714440	-0.715001	0.002809	4.516221	0.369624	0.102779	0.002624	0.102597	9	48	59
203	-0.696999	-0.697571	0.002862	5.503934	0.355849	0.111564	0.002665	0.111462	7	47	54
204	-0.684357	-0.684917	0.002798	4.663113	0.367508	0.117114	0.002588	0.116973	9	41	50
205	-0.710717	-0.711322	0.003023	3.982115	0.377526	0.108146	0.002805	0.108039	9	44	54
206	-0.718282	-0.718881	0.002995	4.909337	0.364016	0.162901	0.002752	0.162744	8	42	51
207	-0.697964	-0.698570	0.003027	4.068516	0.376225	0.128784	0.002763	0.128759	6	50	57
208	-0.694556	-0.695142	0.002934	3.963371	0.377810	0.102737	0.002655	0.102762	7	43	52
209	-0.694129	-0.694723	0.002967	4.897760	0.364178	0.088721	0.002708	0.088736	7	43	53
210	-0.666339	-0.666926	0.002933	4.593164	0.368513	0.094359	0.002652	0.094250	8	45	55
211	-0.701201	-0.701775	0.002868	3.752384	0.381030	0.086397	0.002593	0.086382	6	49	57
212	-0.727502	-0.728099	0.002982	4.560492	0.368984	0.151325	0.002695	0.151294	10	45	56
213	-0.700130	-0.700744	0.003069	3.719672	0.381534	0.084734	0.002784	0.084644	6	50	56
214	-0.713361	-0.713965	0.003019	3.683972	0.382086	0.086940	0.002731	0.086845	7	44	51
215	-0.717256	-0.717856	0.003002	2.988338	0.393166	0.116034	0.002682	0.115999	6	54	62
216	-0.688902	-0.689502	0.002998	3.988330	0.377432	0.080580	0.002691	0.080458	8	44	54
217	-0.694563	-0.695178	0.003078	4.988329	0.362909	0.093405	0.002762	0.093275	6	49	55
218	-0.672309	-0.672903	0.002970	5.977211	0.349606	0.093644	0.002655	0.093544	7	41	49
219	-0.715318	-0.715942	0.003118	5.136422	0.360853	0.093947	0.002776	0.093748	7	47	54
220	-0.682247	-0.682870	0.003117	4.295602	0.372847	0.121380	0.002759	0.121340	6	43	51
221	-0.709089	-0.709692	0.003014	4.126700	0.375354	0.106571	0.002671	0.106531	6	42	48
222	-0.704025	-0.704659	0.003172	5.126700	0.360987	0.118768	0.002799	0.118709	9	42	52
223	-0.679066	-0.679678	0.003058	4.615172	0.368196	0.088057	0.002694	0.087982	6	42	48
224	-0.702092	-0.702718	0.003130	3.774502	0.380690	0.095495	0.002757	0.095284	9	42	52
225	-0.682060	-0.682724	0.003320	4.758085	0.366153	0.118493	0.002922	0.118421	5	42	49
226	-0.650742	-0.651355	0.003066	5.518479	0.355654	0.100092	0.002666	0.099925	6	47	55
227	-0.693254	-0.693883	0.003147	4.677658	0.367300	0.127324	0.002726	0.127150	7	44	51
228	-0.705008	-0.705666	0.003291	3.836839	0.379734	0.093896	0.002844	0.093851	8	52	60
229	-0.728942	-0.729599	0.003286	2.996018	0.393040	0.101173	0.002826	0.101091	6	42	49
230	-0.715042	-0.715699	0.003288	3.996018	0.377316	0.107387	0.002827	0.107275	9	45	55
231	-0.702718	-0.703398	0.003400	4.996018	0.362802	0.131984	0.002927	0.131973	7	41	48
232	-0.682077	-0.682737	0.003296	5.996018	0.349363	0.112410	0.002821	0.112284	9	46	56
233	-0.707838	-0.708518	0.003399	5.155197	0.360594	0.152328	0.002908	0.152184	5	45	51
234	-0.676208	-0.676873	0.003325	4.314963	0.372562	0.092437	0.002814	0.092351	11	87	98
235	-0.693623	-0.694321	0.003492	3.474142	0.385362	0.115079	0.002953	0.114989	6	49	57
236	-0.733238	-0.733931	0.003464	2.633321	0.399072	0.096360	0.002929	0.096265	7	41	49
237	-0.676627	-0.677317	0.003454	1.792501	0.413794	0.089203	0.002916	0.089173	8	49	57
238	-0.717098	-0.717811	0.003563	2.792501	0.396402	0.117682	0.003018	0.117477	7	42	52
239	-0.709701	-0.710410	0.003541	1.951680	0.410924	0.102562	0.002961	0.102302	6	51	57
240	-0.703864	-0.704571	0.003537	1.110859	0.426551	0.111473	0.002946	0.111409	7	42	49
241	-0.717482	-0.718195	0.003565	2.101327	0.408262	0.094609	0.002949	0.094642	7	48	55
242	-0.728326	-0.729044	0.003587	3.061739	0.391967	0.105575	0.002990	0.105391	6	42	49
243	-0.716442	-0.717151	0.003544	4.027740	0.376838	0.109259	0.002941	0.109077	6	47	53
244	-0.705555	-0.706269	0.003568	3.189294	0.389900	0.084792	0.002940	0.084678	7	44	52
245	-0.717224	-0.717962	0.003687	2.348861	0.403934	0.128655	0.003017	0.128654	6	49	55
246	-0.707064	-0.707803	0.003696	3.348833	0.387345	0.102809	0.003032	0.102695	6	43	50
247	-0.679991	-0.680710	0.003596	2.508012	0.401199	0.084915	0.002942	0.084897	6	51	57
248	-0.672678	-0.673391	0.003564	1.667191	0.416082	0.093245	0.002913	0.093292	9	43	53
249	-0.680508	-0.681237	0.003644	2.578673	0.399997	0.075930	0.002982	0.075865	6	45	51
250	-0.710492	-0.711224	0.003659	3.565491	0.383929	0.095782	0.002986	0.095609	8	41	50
251	-0.689579	-0.690323	0.003721	2.724770	0.397534	0.081873	0.003033	0.081618	6	43	50
252	-0.725385	-0.726138	0.003762	1.886202	0.412100	0.096996	0.003045	0.096818	7	44	53
253	-0.689916	-0.690658	0.003709	1.045381	0.427818	0.100548	0.003000	0.100374	6	43	50
254	-0.701932	-0.702686	0.003772	0.204561	0.444782	0.136571	0.003029	0.136551	7	45	54
255	-0.729293	-0.730075	0.003912	0.000000	0.449114	0.096578	0.003135	0.096615	6	42	48
256	-0.704253	-0.705035	0.003911	1.000000	0.428700	0.100060	0.003130	0.100165	9	42	52
257	-0.683584	-0.684317	0.003664	0.159179	0.445736	0.095268	0.002945	0.095280	8	40	49
258	-0.719664	-0.720438	0.003868	0.000000	0.449114	0.091241	0.003123	0.091190	8	47	56
259	-0.704515	-0.705292	0.003884	0.999999	0.428700	0.104703	0.003121	0.104672	6	41	48
260	-0.694305	-0.695084	0.003898	0.490924	0.438855	0.128585	0.003162	0.128427	7	48	55
261	-0.721207	-0.721970	0.003819	1.490924	0.419343	0.111193	0.003047	0.111010	6	43	50
262	-0.710143	-0.710911	0.003838	0.650103	0.435628	0.089975	0.003048	0.089948	9	51	61
263	-0.716611	-0.717397	0.003931	1.650103	0.416396	0.109711	0.003123	0.109693	7	47	54
264	-0.694737	-0.695539	0.004011	1.490728	0.419346	0.086261	0.003177	0.086230	7	51	60
265	-0.668639	-0.669438	0.003996	1.225163	0.424357	0.093508	0.003186	0.093382	6	46	52
266	-0.706911	-0.707694	0.003919	0.384342	0.441042	0.103768	0.003108	0.103684	7	52	59
267	-0.719095	-0.719898	0.004017	0.000000	0.449114	0.099235	0.003153	0.099143	7	45	52
268	-0.723042	-0.723837	0.003977	0.038082	0.448301	0.078810	0.003122	0.078803	7	46	54
269	-0.690744	-0.691538	0.003966	0.000000	0.449114	0.086340	0.003117	0.086065	8	41	50
270	-0.720535	-0.721340	0.004024	0.000000	0.449114	0.104829	0.003134	0.104752	7	49	57
271	-0.692373	-0.693155	0.003913	0.000000	0.449114	0.129019	0.003027	0.128984	6	42	49
272	-0.659395	-0.660197	0.004009	0.000000	0.449114	0.107934	0.003099	0.107876	6	50	56
273	-0.731389	-0.732203	0.004069	1.000000	0.428700	0.096861	0.003153	0.096711	6	44	51
274	-0.746538	-0.747360	0.004108	2.000000	0.410061	0.113936	0.003185	0.113936	6	51	57
275	-0.724116	-0.724968	0.004257	2.796809	0.396331	0.103123	0.003307	0.103116	8	43	52
