1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
96	-0.761009	-0.781944	0.104678	10.215747	1.430829	0.180526	0.091674	0.181053	9	123	135
97	-0.733167	-0.753762	0.102974	11.215747	1.386415	0.196056	0.091288	0.196345	33	149	186
98	-0.701217	-0.721031	0.099069	10.241007	1.429672	0.172593	0.087157	0.172584	13	74	91
99	-0.701638	-0.720905	0.096335	9.266267	1.475716	0.199602	0.086324	0.199913	8	121	133
100	-0.732603	-0.753343	0.103700	10.216574	1.430791	0.148648	0.091105	0.147982	33	171	209
101	-0.722699	-0.741654	0.094773	9.250020	1.476508	0.181940	0.085571	0.182113	10	46	61
102	-0.696925	-0.716383	0.097287	8.275280	1.525670	0.139079	0.085338	0.139211	7	48	59
103	-0.708296	-0.728648	0.101758	7.303082	1.578076	0.190790	0.089737	0.191395	8	46	58
104	-0.756542	-0.775894	0.096761	6.328342	1.634362	0.182568	0.085209	0.183374	8	51	65
105	-0.739478	-0.759849	0.101854	5.353602	1.694812	0.164257	0.088053	0.164900	10	45	60
106	-0.724254	-0.744754	0.102498	6.353602	1.632853	0.190946	0.089758	0.191851	7	51	62
107	-0.712464	-0.732039	0.097876	7.353602	1.575264	0.157230	0.086597	0.157825	8	45	57
108	-0.741042	-0.760204	0.095813	8.353602	1.521599	0.164336	0.084146	0.164888	8	51	63
109	-0.756561	-0.777172	0.103054	9.353602	1.471470	0.176871	0.089216	0.176637	7	43	55
110	-0.722916	-0.743246	0.101648	10.353602	1.424538	0.147408	0.088371	0.147472	11	46	61
111	-0.717208	-0.736331	0.095618	11.353602	1.380508	0.148928	0.086074	0.149574	8	43	56
112	-0.741284	-0.762074	0.103947	10.380055	1.423337	0.165476	0.090858	0.166134	10	46	60
113	-0.735796	-0.755479	0.098415	11.380053	1.379380	0.165813	0.087219	0.166141	7	52	62
114	-0.751282	-0.772302	0.105101	12.379273	1.338088	0.180369	0.091743	0.180863	7	45	56
115	-0.755337	-0.775407	0.100352	11.404533	1.378338	0.175765	0.087690	0.176200	8	51	63
116	-0.752291	-0.773596	0.106527	10.429794	1.421085	0.172034	0.092611	0.172454	8	45	57
117	-0.702649	-0.723458	0.104044	9.455056	1.466568	0.215863	0.089484	0.216456	8	58	70
118	-0.738460	-0.759192	0.103658	10.454571	1.419965	0.171488	0.088912	0.171689	9	89	102
119	-0.733403	-0.753456	0.100269	9.479831	1.465376	0.155211	0.086945	0.155704	8	104	116
120	-0.717100	-0.737631	0.102651	8.505092	1.513786	0.173177	0.089587	0.173326	7	168	199
121	-0.721807	-0.742244	0.102185	9.505092	1.464162	0.157111	0.087381	0.157907	11	146	166
122	-0.716186	-0.737572	0.106931	9.420339	1.468241	0.161600	0.092458	0.162112	7	56	67
123	-0.704007	-0.724470	0.102313	10.420339	1.421512	0.151075	0.090772	0.150632	9	45	58
124	-0.735768	-0.756018	0.101253	11.420339	1.377666	0.175989	0.088829	0.176527	7	56	66
125	-0.773323	-0.795687	0.111816	12.420339	1.336444	0.167400	0.094869	0.168362	8	46	59
126	-0.731060	-0.751888	0.104142	11.445599	1.376594	0.143628	0.090637	0.144107	11	70	85
127	-0.734239	-0.753929	0.098451	12.445592	1.335435	0.189067	0.085400	0.189162	38	116	158
128	-0.717272	-0.737405	0.100662	11.470852	1.375523	0.153787	0.087456	0.154414	56	122	183
129	-0.703801	-0.723227	0.097131	10.496190	1.418089	0.169279	0.086369	0.169822	37	117	157
130	-0.725516	-0.745316	0.098997	9.521479	1.463376	0.171735	0.085827	0.171838	10	45	61
131	-0.722759	-0.742879	0.100598	8.546740	1.511652	0.178116	0.088508	0.178336	8	53	68
132	-0.732653	-0.753082	0.102144	9.546735	1.462166	0.157496	0.087879	0.157901	7	47	58
133	-0.719121	-0.740483	0.106812	10.546735	1.415817	0.158655	0.092547	0.159205	8	52	64
134	-0.723542	-0.745638	0.110483	9.571999	1.460958	0.163305	0.092495	0.164051	7	46	57
135	-0.736618	-0.758961	0.111715	10.571878	1.414689	0.199419	0.095671	0.199915	10	47	61
136	-0.726719	-0.747639	0.104600	11.571591	1.371269	0.169962	0.089498	0.170726	8	55	68
137	-0.762429	-0.784109	0.108402	12.571591	1.330423	0.158972	0.093109	0.159303	8	47	59
138	-0.715760	-0.737168	0.107039	12.034380	1.352058	0.170405	0.089679	0.170589	7	52	63
139	-0.712750	-0.733406	0.103279	11.059641	1.393166	0.188561	0.089392	0.189480	9	47	60
140	-0.743907	-0.764398	0.102456	10.084901	1.436852	0.153792	0.089683	0.154734	8	50	63
141	-0.745630	-0.765483	0.099269	9.110161	1.483366	0.161428	0.089420	0.161403	7	45	57
142	-0.723125	-0.743945	0.104098	10.110161	1.435685	0.167966	0.090704	0.168581	12	46	62
143	-0.721764	-0.742069	0.101529	11.110161	1.390974	0.151318	0.086700	0.151076	9	50	63
144	-0.727289	-0.746327	0.095194	12.110161	1.348964	0.148361	0.085898	0.149231	9	44	57
145	-0.742722	-0.763677	0.104774	11.652172	1.367885	0.188093	0.088914	0.188243	7	50	61
146	-0.714693	-0.735273	0.102900	12.652172	1.327237	0.177101	0.089585	0.177587	7	44	56
147	-0.700484	-0.720246	0.098809	11.677432	1.366827	0.158106	0.087258	0.158581	8	53	65
148	-0.734378	-0.755585	0.106038	12.421078	1.336414	0.182402	0.092485	0.183220	7	47	58
149	-0.723596	-0.743766	0.100853	11.446339	1.376562	0.142676	0.088151	0.142843	8	56	68
150	-0.701278	-0.722051	0.103865	10.471599	1.419197	0.156229	0.089501	0.156500	7	45	57
151	-0.699884	-0.721036	0.105757	11.471599	1.375491	0.151136	0.092953	0.151820	11	44	59
152	-0.726804	-0.747725	0.104606	10.496859	1.418059	0.140185	0.090562	0.140330	7	48	58
153	-0.732356	-0.752665	0.101548	10.365655	1.423991	0.161844	0.089506	0.162084	9	44	57
154	-0.727005	-0.748026	0.105107	11.365655	1.379994	0.176571	0.090977	0.176848	8	54	68
155	-0.724860	-0.745762	0.104513	10.391125	1.422835	0.162438	0.091013	0.161674	7	43	54
156	-0.717460	-0.738182	0.103611	11.391122	1.378909	0.160354	0.089928	0.160567	7	54	65
157	-0.745903	-0.768178	0.111378	12.391122	1.337613	0.171238	0.095324	0.171556	7	45	56
158	-0.701504	-0.721639	0.100676	11.416382	1.377834	0.168818	0.088251	0.168720	8	55	66
159	-0.724723	-0.745891	0.105842	10.441649	1.420549	0.162513	0.090324	0.162615	7	46	57
160	-0.726995	-0.749413	0.112087	11.283821	1.383492	0.170570	0.096005	0.171272	15	53	71
161	-0.753448	-0.773769	0.101604	12.283821	1.341925	0.156272	0.087166	0.156715	9	97	110
162	-0.688157	-0.709037	0.104401	13.172736	1.307019	0.174176	0.090698	0.174837	8	79	91
163	-0.719958	-0.741716	0.108790	14.172598	1.269864	0.176483	0.094286	0.176618	36	151	191
164	-0.739650	-0.761328	0.108392	13.197858	1.306058	0.159831	0.091178	0.159269	38	126	186
165	-0.737124	-0.757611	0.102432	14.197858	1.268952	0.171725	0.089711	0.172157	61	77	163
166	-0.756020	-0.778117	0.110484	13.926302	1.278819	0.164655	0.092971	0.165649	29	179	212
167	-0.716674	-0.738113	0.107194	12.951562	1.315533	0.156566	0.092276	0.156893	14	79	116
168	-0.704997	-0.725516	0.102595	13.935783	1.278471	0.151603	0.089610	0.152198	8	46	58
169	-0.723257	-0.744944	0.108433	14.935783	1.242895	0.164917	0.092691	0.165369	8	52	64
170	-0.738114	-0.759689	0.107879	13.968605	1.277271	0.172138	0.092328	0.172206	8	46	58
171	-0.741523	-0.762485	0.104814	14.968595	1.241761	0.150343	0.091306	0.151072	10	46	60
172	-0.703777	-0.725187	0.107046	15.968595	1.208171	0.147512	0.092256	0.147948	10	53	68
173	-0.717355	-0.738977	0.108109	16.967427	1.176387	0.185838	0.093537	0.185816	7	47	58
174	-0.746738	-0.768791	0.110262	15.992687	1.207385	0.148110	0.094719	0.148182	8	53	65
175	-0.716306	-0.738392	0.110431	15.017947	1.240060	0.176996	0.094324	0.177951	7	47	58
176	-0.736829	-0.757976	0.105737	14.043226	1.274552	0.141332	0.090825	0.141497	8	52	64
177	-0.703050	-0.723652	0.103008	15.043224	1.239190	0.161854	0.089891	0.162370	8	45	57
178	-0.744178	-0.765208	0.105150	15.543038	1.222241	0.147650	0.090022	0.147839	12	48	64
179	-0.750414	-0.772645	0.111153	16.543023	1.189686	0.179274	0.092098	0.178782	8	50	62
180	-0.753026	-0.775517	0.112453	17.543023	1.158819	0.178192	0.095762	0.178315	7	46	58
181	-0.732115	-0.752204	0.100446	18.543023	1.129514	0.178999	0.087657	0.180064	7	54	65
182	-0.701930	-0.723953	0.110117	17.568283	1.158060	0.148704	0.092942	0.148862	8	45	57
183	-0.752030	-0.772771	0.103704	18.568217	1.128795	0.153464	0.089960	0.153763	8	54	66
184	-0.721544	-0.742340	0.103978	17.593479	1.157304	0.150329	0.088319	0.150715	7	48	59
185	-0.729553	-0.750296	0.103712	16.618739	1.187291	0.166171	0.088994	0.166938	8	51	62
186	-0.755412	-0.776158	0.103728	15.643999	1.218874	0.150062	0.089773	0.150469	7	45	56
187	-0.718198	-0.740001	0.109011	14.669260	1.252182	0.175470	0.092123	0.176104	11	45	60
188	-0.730969	-0.753392	0.112115	13.694520	1.287362	0.177417	0.097401	0.178031	8	46	58
189	-0.711433	-0.733350	0.109583	12.719780	1.324576	0.180328	0.093784	0.179934	9	45	58
190	-0.756265	-0.779131	0.114335	13.684302	1.287741	0.165727	0.095498	0.166247	8	52	65
191	-0.742433	-0.763015	0.102911	14.684302	1.251654	0.152076	0.091813	0.152552	8	44	56
192	-0.748329	-0.770439	0.110553	15.684302	1.217534	0.195184	0.093114	0.195711	8	53	64
193	-0.739898	-0.762059	0.110804	14.709564	1.250769	0.166864	0.091741	0.167774	7	45	56
194	-0.716207	-0.737165	0.104790	15.709564	1.216697	0.169285	0.089279	0.169400	7	52	63
195	-0.753406	-0.776623	0.116084	14.734824	1.249884	0.156316	0.097356	0.157229	8	48	60
196	-0.744612	-0.765653	0.105207	13.760084	1.284934	0.184900	0.090200	0.184978	10	95	108
197	-0.715603	-0.736601	0.104990	14.760084	1.249002	0.148056	0.090710	0.148612	12	179	195
198	-0.715008	-0.735678	0.103352	15.760084	1.215024	0.156965	0.087791	0.157112	61	119	185
199	-0.707570	-0.729622	0.110260	16.760084	1.182847	0.156545	0.092119	0.157197	33	102	139
200	-0.669626	-0.691742	0.110577	17.760084	1.152330	0.149089	0.095107	0.148973	40	49	92
201	-0.757362	-0.779299	0.109684	18.760084	1.123348	0.161374	0.093433	0.161440	8	46	58
202	-0.781286	-0.803652	0.111829	17.785344	1.151579	0.175089	0.093322	0.175154	9	44	57
203	-0.723801	-0.745925	0.110621	18.785344	1.122635	0.161813	0.095037	0.162747	7	49	60
204	-0.737858	-0.760874	0.115082	19.785344	1.095109	0.184137	0.094666	0.183578	9	48	62
205	-0.725879	-0.746480	0.103006	20.785344	1.068901	0.171702	0.087916	0.171152	8	71	105
206	-0.728545	-0.750866	0.111604	21.785344	1.043918	0.159914	0.093210	0.160243	32	123	159
207	-0.721702	-0.743348	0.108231	22.785344	1.020077	0.163243	0.092539	0.163584	11	45	60
208	-0.742148	-0.764712	0.112820	21.810605	1.043302	0.155378	0.095710	0.155093	7	50	62
209	-0.741992	-0.764139	0.110731	22.810605	1.019488	0.162672	0.091537	0.163123	7	46	57
210	-0.749698	-0.771223	0.107623	21.835865	1.042687	0.161930	0.090964	0.161921	7	56	67
211	-0.712469	-0.734194	0.108625	20.861125	1.066966	0.153302	0.093485	0.154232	8	51	63
212	-0.734150	-0.756607	0.112284	21.861125	1.042073	0.186815	0.094861	0.187342	13	135	151
213	-0.723839	-0.745098	0.106295	22.861125	1.018314	0.164716	0.090406	0.165487	39	106	168
214	-0.726098	-0.747851	0.108767	23.861125	0.995615	0.163357	0.092948	0.163770	13	53	70
215	-0.702678	-0.723607	0.104644	22.887073	1.017712	0.162216	0.088920	0.162227	32	102	159
216	-0.731834	-0.753164	0.106651	23.887073	0.995039	0.183282	0.090380	0.183273	33	103	141
217	-0.711829	-0.732861	0.105162	24.875474	0.973601	0.173404	0.091951	0.173797	34	146	188
218	-0.724504	-0.746554	0.110250	23.900868	0.994734	0.160863	0.093670	0.161252	37	49	91
219	-0.733460	-0.756371	0.114558	24.900868	0.973062	0.158965	0.094719	0.159985	7	53	64
220	-0.757757	-0.780749	0.114961	23.926147	0.994174	0.173839	0.095385	0.174020	8	46	59
221	-0.725316	-0.748380	0.115322	22.951407	1.016222	0.185223	0.095624	0.185993	8	53	65
222	-0.732983	-0.755412	0.112143	21.976667	1.039271	0.151206	0.093365	0.151880	8	49	61
223	-0.736381	-0.757214	0.104168	21.013316	1.063101	0.147170	0.089547	0.147940	9	71	85
224	-0.708018	-0.728979	0.104801	22.013316	1.038385	0.179628	0.090753	0.179517	58	123	185
225	-0.720129	-0.741053	0.104617	21.038576	1.062462	0.173312	0.089624	0.173302	34	103	142
226	-0.735618	-0.758047	0.112146	20.085994	1.087096	0.186204	0.094271	0.186567	108	123	235
227	-0.725651	-0.747638	0.109931	21.085994	1.061265	0.171086	0.091306	0.171222	62	143	209
228	-0.731706	-0.753132	0.107128	22.085994	1.036634	0.176232	0.090551	0.176064	37	114	156
229	-0.724713	-0.746359	0.108231	23.085994	1.013120	0.180367	0.091784	0.180599	32	108	144
230	-0.745326	-0.767815	0.112448	24.071645	0.990965	0.164283	0.093708	0.164643	62	121	187
231	-0.731001	-0.753350	0.111745	23.096905	1.012869	0.171173	0.093454	0.171722	43	105	170
232	-0.691975	-0.714310	0.111674	23.946871	0.993715	0.142676	0.093474	0.142922	40	144	190
233	-0.746152	-0.768975	0.114116	22.972132	1.015743	0.168190	0.095131	0.168704	33	77	115
234	-0.710334	-0.732733	0.111998	23.972132	0.993157	0.144473	0.094525	0.145009	7	53	65
235	-0.753545	-0.775918	0.111868	22.997392	1.015160	0.175653	0.095350	0.175514	7	46	58
236	-0.727645	-0.750412	0.113834	22.181961	1.034330	0.154193	0.094647	0.154807	8	54	67
237	-0.734624	-0.757192	0.112840	21.207221	1.058217	0.137720	0.094571	0.137662	7	46	58
238	-0.732480	-0.754835	0.111775	22.175779	1.034478	0.169431	0.096474	0.169788	13	48	66
239	-0.729538	-0.751384	0.109233	23.175779	1.011061	0.150232	0.092862	0.150428	7	51	62
240	-0.753196	-0.774748	0.107758	22.395281	1.029246	0.156393	0.093225	0.157215	8	45	57
241	-0.757170	-0.779211	0.110204	23.395281	1.006062	0.167108	0.091618	0.166914	7	49	60
242	-0.751970	-0.774619	0.113246	22.420541	1.028647	0.178514	0.094419	0.178596	7	46	57
243	-0.732059	-0.753225	0.105831	21.445801	1.052269	0.161460	0.089366	0.162089	8	52	64
244	-0.747312	-0.769115	0.109016	22.445801	1.028049	0.165652	0.091462	0.166403	8	99	130
245	-0.730282	-0.751279	0.104983	21.471062	1.051643	0.164108	0.089740	0.165112	33	120	160
246	-0.741386	-0.763799	0.112063	20.496322	1.076346	0.173203	0.094129	0.174171	33	114	151
247	-0.719907	-0.741552	0.108222	19.521582	1.102237	0.190897	0.092812	0.191223	10	48	63
248	-0.737095	-0.758332	0.106184	18.546843	1.129405	0.166392	0.089501	0.166357	8	53	64
249	-0.752529	-0.774748	0.111094	17.572103	1.157946	0.177505	0.092878	0.177904	8	44	58
250	-0.718983	-0.741235	0.111260	18.572103	1.128684	0.194849	0.093937	0.193909	9	48	61
251	-0.723755	-0.745701	0.109730	17.597364	1.157188	0.158694	0.092644	0.159605	9	44	57
252	-0.737259	-0.759034	0.108878	18.399603	1.133626	0.146728	0.091181	0.147388	11	45	60
253	-0.757155	-0.778999	0.109221	17.424863	1.162383	0.168622	0.091659	0.168712	8	47	59
254	-0.712369	-0.734734	0.111827	16.450124	1.192637	0.174353	0.093072	0.174554	7	46	57
255	-0.723229	-0.745805	0.112881	15.475384	1.224508	0.171441	0.092911	0.171084	5	64	74
256	-0.752681	-0.775889	0.116039	14.500644	1.258129	0.166278	0.096390	0.166144	8	45	57
257	-0.702696	-0.725086	0.111948	15.500642	1.223661	0.162168	0.093865	0.162881	7	55	67
258	-0.707954	-0.729943	0.109946	16.500642	1.191030	0.161087	0.093914	0.160965	8	46	58
259	-0.699273	-0.720503	0.106150	15.525902	1.222814	0.155271	0.090499	0.155084	10	48	61
260	-0.741116	-0.763064	0.109741	14.551163	1.256342	0.165676	0.093621	0.166096	8	44	56
261	-0.728990	-0.750435	0.107228	14.605913	1.254410	0.175348	0.091254	0.175825	11	45	60
262	-0.744371	-0.768134	0.118818	15.605913	1.220142	0.165071	0.097037	0.165076	7	49	60
263	-0.726993	-0.749504	0.112555	14.915718	1.243589	0.180957	0.096331	0.181425	10	71	85
264	-0.733726	-0.755144	0.107090	15.915304	1.209916	0.167983	0.089949	0.167957	36	88	132
265	-0.753314	-0.774881	0.107832	16.915304	1.178005	0.187438	0.092961	0.188211	34	132	172
266	-0.718817	-0.741223	0.112031	16.777660	1.182297	0.155310	0.094530	0.155320	39	149	193
267	-0.728745	-0.751286	0.112704	17.777660	1.151808	0.165642	0.093729	0.166661	34	174	212
268	-0.742663	-0.764968	0.111526	16.802920	1.181507	0.151458	0.093910	0.152026	39	149	193
269	-0.709600	-0.731128	0.107642	17.328357	1.165310	0.164974	0.091899	0.165030	57	124	186
270	-0.727652	-0.750197	0.112725	18.328357	1.135679	0.178524	0.092530	0.178853	33	81	118
271	-0.723840	-0.745248	0.107039	19.328357	1.107519	0.160165	0.090670	0.160766	9	51	64
272	-0.747242	-0.770468	0.116127	18.353620	1.134950	0.163106	0.097697	0.163053	7	46	59
273	-0.697887	-0.720996	0.115547	17.378880	1.163776	0.143151	0.096859	0.142691	8	55	68
274	-0.738074	-0.760572	0.112494	18.366213	1.134587	0.187022	0.094704	0.187670	8	68	80
275	-0.732497	-0.755462	0.114824	19.366208	1.106480	0.173244	0.093899	0.173806	10	68	81
