1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
276	-0.735455	-0.757422	0.109832	18.391468	1.133860	0.158702	0.093283	0.159451	15	72	91
277	-0.710198	-0.732990	0.113964	19.391460	1.105788	0.178758	0.093954	0.178710	10	145	177
278	-0.752875	-0.776906	0.120157	18.416720	1.133133	0.155715	0.097272	0.156063	36	126	166
279	-0.756329	-0.778838	0.112547	18.112624	1.141943	0.147071	0.094270	0.147926	59	121	184
280	-0.745121	-0.767635	0.112569	17.137884	1.171130	0.161441	0.092915	0.161858	33	128	165
281	-0.743171	-0.766150	0.114895	16.163144	1.201847	0.202533	0.096122	0.202503	43	159	234
282	-0.694868	-0.717027	0.110793	15.189726	1.234174	0.181836	0.092553	0.182259	34	109	147
283	-0.728996	-0.752612	0.118078	14.214986	1.268335	0.171294	0.097083	0.171488	9	48	60
284	-0.711123	-0.733701	0.112891	13.240246	1.304442	0.170029	0.093744	0.169883	9	47	61
285	-0.712605	-0.734627	0.110109	12.265507	1.342664	0.162767	0.091950	0.163068	7	55	66
286	-0.727281	-0.749411	0.110650	13.265469	1.303481	0.145575	0.091410	0.145840	8	48	60
287	-0.734111	-0.755802	0.108458	12.290730	1.341647	0.137091	0.090757	0.137739	8	53	65
288	-0.730830	-0.754042	0.116061	13.286729	1.302673	0.165426	0.096107	0.165071	9	48	61
289	-0.737222	-0.760113	0.114458	12.311995	1.340790	0.168725	0.095849	0.169676	10	49	62
290	-0.770436	-0.792757	0.111607	13.311995	1.301714	0.155319	0.095043	0.155384	8	71	83
291	-0.730046	-0.752734	0.113437	12.337256	1.339774	0.165903	0.092582	0.166493	33	151	192
292	-0.767276	-0.791311	0.120174	11.362516	1.380128	0.171317	0.098262	0.171129	56	149	210
293	-0.703880	-0.726712	0.114161	10.387776	1.422987	0.177608	0.093651	0.178199	16	49	71
294	-0.722013	-0.744984	0.114858	11.349658	1.380676	0.177094	0.093996	0.177318	7	54	66
295	-0.736234	-0.759483	0.116244	10.374918	1.423570	0.176339	0.093826	0.176776	7	45	56
296	-0.726219	-0.749637	0.117092	9.400613	1.469194	0.159627	0.094371	0.160046	7	52	64
297	-0.724762	-0.748491	0.118647	8.519616	1.513041	0.171649	0.098105	0.172391	8	48	60
298	-0.704942	-0.727335	0.111967	7.544876	1.564708	0.178113	0.095524	0.178742	8	55	67
299	-0.705895	-0.728689	0.113970	8.544876	1.511748	0.176308	0.094698	0.175855	9	47	59
300	-0.714084	-0.736378	0.111468	9.544876	1.462255	0.180163	0.094046	0.180267	10	46	60
301	-0.714870	-0.737435	0.112827	10.544876	1.415900	0.167240	0.094146	0.167325	8	57	69
302	-0.759213	-0.782670	0.117282	11.544876	1.372394	0.156568	0.096990	0.157524	31	179	214
303	-0.716124	-0.738640	0.112580	12.544876	1.331482	0.184217	0.093311	0.183752	34	167	206
304	-0.738696	-0.762441	0.118723	11.570141	1.371330	0.155357	0.097990	0.155667	31	76	111
305	-0.708422	-0.731321	0.114496	10.689575	1.409435	0.149367	0.094369	0.150207	13	47	64
306	-0.710352	-0.733163	0.114053	9.720516	1.453895	0.196029	0.094521	0.196699	8	54	66
307	-0.760646	-0.784890	0.121220	8.745776	1.501538	0.161028	0.097233	0.162118	8	44	57
308	-0.753393	-0.776786	0.116962	9.745776	1.452700	0.181448	0.094855	0.181753	8	56	68
309	-0.747256	-0.770657	0.117002	10.745776	1.406940	0.167399	0.095699	0.166518	8	125	157
310	-0.734574	-0.758438	0.119323	9.771037	1.451508	0.161063	0.095897	0.161528	57	122	182
311	-0.737984	-0.761424	0.117200	8.796297	1.498992	0.159263	0.094249	0.159408	34	159	219
312	-0.740690	-0.762239	0.107749	9.796246	1.450320	0.157119	0.090778	0.157547	33	137	180
313	-0.749876	-0.773976	0.120499	10.587130	1.414006	0.178453	0.097321	0.179209	38	169	212
314	-0.768392	-0.793411	0.125092	9.665471	1.456505	0.188392	0.101239	0.188319	14	53	90
315	-0.725577	-0.748622	0.115225	8.707907	1.503452	0.161885	0.095483	0.162242	9	121	147
316	-0.737176	-0.760082	0.114533	9.707907	1.454492	0.166872	0.093741	0.167376	38	174	222
317	-0.751586	-0.775139	0.117765	10.707907	1.408620	0.176525	0.097026	0.177005	13	147	186
318	-0.737723	-0.760347	0.113119	11.707907	1.365554	0.187034	0.092880	0.186929	56	73	134
319	-0.717402	-0.739863	0.112306	12.693103	1.325624	0.181752	0.092543	0.181347	8	44	56
320	-0.722691	-0.746460	0.118844	11.718363	1.365117	0.159880	0.098153	0.160403	7	46	58
321	-0.739350	-0.762591	0.116202	10.750241	1.406742	0.181571	0.095370	0.182567	8	45	57
322	-0.717755	-0.741967	0.121061	10.199423	1.431578	0.161130	0.098889	0.161021	8	57	69
323	-0.742348	-0.766459	0.120554	11.199423	1.387118	0.203112	0.099915	0.203494	8	48	60
324	-0.709502	-0.733734	0.121161	10.224684	1.430420	0.167423	0.096448	0.167640	7	57	69
325	-0.735701	-0.759358	0.118286	9.250167	1.476501	0.161689	0.095993	0.161283	7	45	56
326	-0.734065	-0.757433	0.116838	8.282124	1.525313	0.158924	0.095529	0.159452	11	48	63
327	-0.746174	-0.771225	0.125258	9.233403	1.477320	0.157178	0.100555	0.157540	9	96	131
328	-0.713088	-0.737299	0.121052	10.233403	1.430020	0.182639	0.099790	0.182824	34	123	161
329	-0.743245	-0.768297	0.125264	9.258663	1.476086	0.178698	0.100057	0.178227	33	143	180
330	-0.732365	-0.755196	0.114158	10.258663	1.428865	0.153804	0.094341	0.153475	11	59	78
331	-0.753466	-0.777829	0.121814	11.258663	1.384571	0.157143	0.098569	0.157944	10	53	67
332	-0.722895	-0.747048	0.120762	12.258663	1.342940	0.168890	0.097696	0.169194	9	46	59
333	-0.750851	-0.775122	0.121355	13.100157	1.309800	0.178185	0.097697	0.179078	8	53	65
334	-0.728837	-0.752546	0.118547	12.144992	1.347546	0.204091	0.097143	0.204803	7	47	58
335	-0.763967	-0.788561	0.122970	11.198425	1.387161	0.186051	0.101540	0.186276	8	52	64
336	-0.711253	-0.734968	0.118577	10.223686	1.430465	0.166248	0.096496	0.166197	8	78	90
337	-0.733336	-0.757602	0.121330	9.248946	1.476561	0.165278	0.097269	0.165086	32	141	180
338	-0.745644	-0.769281	0.118185	10.248946	1.429309	0.167645	0.096940	0.168168	12	60	75
339	-0.736007	-0.759481	0.117367	11.248946	1.384988	0.188659	0.096762	0.189074	33	200	237
340	-0.752749	-0.776609	0.119301	12.248940	1.343333	0.158444	0.095909	0.159191	14	56	74
341	-0.742865	-0.767569	0.123521	13.248940	1.304111	0.200853	0.100191	0.200901	7	47	58
342	-0.749018	-0.774835	0.129089	12.274200	1.342313	0.176628	0.103006	0.177052	8	52	63
343	-0.708416	-0.731690	0.116369	11.299460	1.382822	0.166293	0.095148	0.166705	8	49	60
344	-0.709269	-0.732893	0.118122	12.299396	1.341298	0.127622	0.096946	0.128590	8	44	57
345	-0.731760	-0.754633	0.114369	11.324656	1.381744	0.156994	0.092929	0.157250	7	54	65
346	-0.732056	-0.755843	0.118932	12.322371	1.340373	0.184471	0.097546	0.184803	9	72	85
347	-0.745482	-0.769498	0.120081	11.347631	1.380763	0.168478	0.096120	0.168575	41	145	212
348	-0.708066	-0.732604	0.122693	12.347631	1.339358	0.159871	0.099249	0.161057	38	171	214
349	-0.751568	-0.776088	0.122601	11.372891	1.379685	0.160525	0.099054	0.161091	40	52	97
350	-0.744685	-0.768268	0.117917	10.603357	1.413280	0.178524	0.095180	0.179113	14	48	66
351	-0.754645	-0.778787	0.120708	11.603357	1.369933	0.173256	0.095222	0.173170	11	65	80
352	-0.741921	-0.765822	0.119506	11.860855	1.359198	0.157049	0.096901	0.157177	10	122	136
353	-0.684730	-0.708789	0.120296	12.860855	1.319057	0.166562	0.098033	0.166514	30	120	156
354	-0.745833	-0.770143	0.121549	13.860855	1.281219	0.166811	0.097555	0.167604	18	51	75
355	-0.736325	-0.759649	0.116620	14.860847	1.245492	0.176328	0.094034	0.176379	8	51	63
356	-0.729127	-0.754495	0.126842	14.012163	1.275682	0.159517	0.100755	0.159554	7	51	63
357	-0.734113	-0.757807	0.118469	15.012163	1.240259	0.148492	0.096015	0.149042	11	124	139
358	-0.741756	-0.764925	0.115846	16.012163	1.206749	0.170223	0.094228	0.171346	35	140	179
359	-0.729888	-0.753795	0.119534	15.038677	1.239346	0.168645	0.097711	0.169203	8	171	207
360	-0.748556	-0.772555	0.119995	14.063937	1.273799	0.175001	0.098209	0.175830	46	201	252
361	-0.742186	-0.765472	0.116433	14.682744	1.251709	0.155143	0.097657	0.155459	38	166	208
362	-0.751202	-0.775853	0.123256	14.510665	1.257774	0.163438	0.097029	0.164047	37	129	170
363	-0.726744	-0.751361	0.123085	15.510665	1.223325	0.196406	0.096900	0.196239	35	101	141
364	-0.732997	-0.757589	0.122962	16.510665	1.190712	0.147287	0.098331	0.147686	12	72	109
365	-0.715123	-0.738251	0.115640	17.510665	1.159793	0.166795	0.092997	0.167297	35	99	138
366	-0.740461	-0.765620	0.125791	18.431861	1.132698	0.169946	0.098881	0.169967	8	151	189
367	-0.733324	-0.757051	0.118638	17.463965	1.161201	0.178704	0.097174	0.179468	37	130	172
368	-0.685361	-0.708773	0.117059	16.514307	1.190596	0.147755	0.095660	0.148054	60	153	217
369	-0.748005	-0.772998	0.124963	17.514307	1.159683	0.175768	0.098176	0.175861	39	150	194
370	-0.757156	-0.783192	0.130180	16.553418	1.189357	0.163049	0.101600	0.163361	34	164	220
371	-0.742815	-0.767501	0.123429	17.553417	1.158507	0.189295	0.099667	0.189223	52	129	185
372	-0.726260	-0.750687	0.122139	16.606346	1.187683	0.180079	0.097966	0.180172	35	153	214
373	-0.721020	-0.745802	0.123908	15.631606	1.219286	0.165786	0.098987	0.165778	39	180	223
374	-0.703394	-0.727273	0.119398	16.631606	1.186885	0.149462	0.095412	0.150537	30	152	186
375	-0.699499	-0.724299	0.124002	15.656866	1.218446	0.196776	0.099668	0.196857	37	166	207
376	-0.753395	-0.778206	0.124054	14.682127	1.251730	0.178473	0.100023	0.178838	64	150	218
377	-0.760906	-0.786621	0.128576	13.707387	1.286885	0.150372	0.101162	0.151787	38	116	158
378	-0.725214	-0.749959	0.123724	14.707386	1.250845	0.167198	0.098958	0.167769	33	82	119
379	-0.741551	-0.765552	0.120008	13.732654	1.285948	0.143216	0.096640	0.143327	10	65	80
380	-0.712385	-0.735309	0.114620	14.732654	1.249960	0.153740	0.095266	0.153356	14	55	75
381	-0.760946	-0.785013	0.120331	13.757915	1.285014	0.155207	0.097524	0.155664	9	54	68
382	-0.746931	-0.770168	0.116182	12.788433	1.321884	0.163649	0.094854	0.163704	8	51	64
383	-0.719206	-0.743974	0.123844	13.557010	1.292485	0.172859	0.098346	0.172760	10	51	65
384	-0.740344	-0.765559	0.126073	13.110441	1.309406	0.155243	0.101104	0.155647	7	45	57
385	-0.729751	-0.753711	0.119798	14.110441	1.272112	0.185098	0.097133	0.184702	15	47	66
386	-0.761568	-0.786109	0.122705	15.105266	1.237061	0.172674	0.099142	0.172653	7	56	67
387	-0.734403	-0.758245	0.119213	16.105266	1.203721	0.191235	0.096384	0.191395	8	47	60
388	-0.682275	-0.706077	0.119009	15.130526	1.236196	0.173196	0.096845	0.173050	8	102	136
389	-0.753375	-0.777995	0.123104	14.155788	1.270471	0.161139	0.098720	0.161493	33	162	217
390	-0.732952	-0.758044	0.125457	13.181048	1.306701	0.143917	0.100248	0.142811	35	160	200
391	-0.760393	-0.786792	0.131994	12.206308	1.345058	0.182716	0.102109	0.183204	67	117	207
392	-0.697894	-0.722577	0.123414	13.206308	1.305736	0.164991	0.098688	0.165351	33	172	212
393	-0.701864	-0.726086	0.121109	14.206308	1.268648	0.168135	0.099326	0.167849	35	123	163
394	-0.754678	-0.778675	0.119984	15.206308	1.233608	0.157855	0.096127	0.157666	12	45	63
395	-0.738620	-0.762404	0.118917	14.232659	1.267699	0.182822	0.095017	0.182797	8	55	67
396	-0.739339	-0.763583	0.121218	13.257921	1.303769	0.191414	0.098076	0.191195	9	48	61
397	-0.718904	-0.743167	0.121314	12.283181	1.341951	0.157173	0.097243	0.157784	8	98	110
398	-0.725947	-0.752551	0.133020	13.283181	1.302808	0.192997	0.104863	0.193494	37	140	205
399	-0.742275	-0.765981	0.118531	12.308441	1.340933	0.153564	0.094978	0.153626	34	55	93
400	-0.716203	-0.741240	0.125186	13.308441	1.301849	0.160130	0.099377	0.160112	7	55	67
401	-0.769179	-0.794026	0.124235	12.333701	1.339917	0.168572	0.099250	0.168209	7	47	58
402	-0.682727	-0.707866	0.125692	13.333701	1.300891	0.155942	0.100164	0.156677	7	54	65
403	-0.737638	-0.762661	0.125113	14.171517	1.269903	0.173317	0.098566	0.173555	7	46	57
404	-0.742557	-0.768202	0.128226	13.212455	1.305501	0.197447	0.100747	0.197163	13	46	63
405	-0.746992	-0.773729	0.133681	14.212455	1.268426	0.148731	0.104846	0.149615	8	49	61
406	-0.698026	-0.722715	0.123443	15.212455	1.233399	0.192409	0.105077	0.192188	9	44	57
407	-0.716807	-0.741651	0.124217	16.212240	1.200261	0.153286	0.098651	0.153615	7	54	65
408	-0.726670	-0.751782	0.125561	17.212149	1.168853	0.180825	0.099424	0.181446	8	45	57
409	-0.729999	-0.753932	0.119664	18.212137	1.139045	0.160091	0.096614	0.160301	7	54	65
410	-0.744230	-0.768996	0.123829	17.237397	1.168082	0.149826	0.099203	0.149993	8	56	68
411	-0.721357	-0.747032	0.128371	18.237094	1.138321	0.152856	0.100400	0.153399	10	54	68
412	-0.739972	-0.765140	0.125839	17.269275	1.167109	0.190816	0.101286	0.190962	7	46	57
413	-0.739949	-0.766051	0.130513	16.294535	1.197613	0.157863	0.103253	0.158363	7	45	56
414	-0.692288	-0.718067	0.128896	15.320619	1.229726	0.152493	0.102332	0.152147	7	55	66
415	-0.738650	-0.765110	0.132302	15.181070	1.234469	0.169468	0.103541	0.170728	8	44	57
416	-0.733102	-0.757131	0.120146	16.181070	1.201267	0.168225	0.096950	0.168090	7	57	68
417	-0.714317	-0.739382	0.125328	17.181070	1.169805	0.153274	0.101379	0.153721	8	49	61
418	-0.771058	-0.796462	0.127018	18.181070	1.139948	0.170413	0.100064	0.170947	10	100	113
419	-0.746686	-0.772582	0.129479	17.206331	1.169031	0.210680	0.102630	0.210694	13	99	116
420	-0.754431	-0.779958	0.127633	16.231591	1.199637	0.187880	0.100726	0.188089	38	201	264
421	-0.745793	-0.771469	0.128379	17.231587	1.168259	0.163733	0.101109	0.164167	35	124	164
422	-0.721119	-0.746359	0.126201	16.256880	1.198823	0.189469	0.099380	0.189831	8	54	68
423	-0.748096	-0.774441	0.131721	17.256880	1.167487	0.148861	0.102212	0.149301	9	44	60
424	-0.698573	-0.722806	0.121161	18.256880	1.137747	0.146454	0.096866	0.146541	13	47	64
425	-0.719505	-0.745385	0.129397	19.256880	1.109485	0.169924	0.102597	0.170419	7	47	58
426	-0.725000	-0.748942	0.119712	20.256880	1.082593	0.152519	0.096922	0.152720	10	49	64
427	-0.746363	-0.771826	0.127314	21.256880	1.056973	0.170628	0.100493	0.171414	9	76	89
428	-0.728288	-0.753215	0.124636	22.256837	1.032540	0.174641	0.097229	0.176309	35	176	216
429	-0.705258	-0.730578	0.126601	23.256837	1.009209	0.165784	0.101331	0.165351	35	119	158
430	-0.731443	-0.756490	0.125238	22.282097	1.031937	0.195830	0.100485	0.195669	55	51	110
431	-0.746000	-0.770693	0.123469	21.307358	1.055712	0.181284	0.099292	0.181176	9	53	66
432	-0.720473	-0.745573	0.125500	22.307358	1.031335	0.168410	0.100890	0.168530	7	46	57
433	-0.731160	-0.754818	0.118291	23.303286	1.008151	0.146597	0.096830	0.146709	10	44	59
434	-0.758572	-0.784823	0.131254	24.303285	0.985898	0.187613	0.102651	0.187367	7	53	63
435	-0.732676	-0.757762	0.125431	23.328546	1.007577	0.199337	0.098996	0.199485	12	173	191
436	-0.755255	-0.781058	0.129015	24.328546	0.985348	0.162536	0.101268	0.163123	59	48	111
437	-0.700023	-0.725252	0.126146	25.328546	0.964080	0.150031	0.100777	0.150087	8	52	64
438	-0.745186	-0.769076	0.119450	24.425912	0.983236	0.154098	0.096020	0.153898	8	45	57
439	-0.724357	-0.750042	0.128424	23.451183	1.004797	0.182064	0.102336	0.181808	8	53	69
440	-0.727180	-0.753212	0.130159	22.476443	1.027324	0.157741	0.100589	0.158126	8	46	57
441	-0.741443	-0.766663	0.126100	21.658573	1.047021	0.165359	0.100944	0.165930	10	46	60
442	-0.748469	-0.773257	0.123940	22.658573	1.023039	0.161540	0.096887	0.162156	8	50	61
443	-0.751049	-0.777204	0.130778	23.658573	1.000131	0.171106	0.101894	0.170617	8	45	57
444	-0.735294	-0.760793	0.127497	22.683833	1.022447	0.149989	0.100060	0.150212	8	51	65
445	-0.736588	-0.764015	0.137133	23.683819	0.999565	0.192714	0.105577	0.193577	14	48	66
446	-0.719585	-0.744364	0.123897	24.509778	0.981424	0.175433	0.097424	0.175772	8	53	65
447	-0.741927	-0.766449	0.122608	25.509778	0.960323	0.183776	0.097884	0.183595	8	46	58
448	-0.727793	-0.753238	0.127225	26.509778	0.940110	0.194991	0.099416	0.194738	8	48	60
449	-0.740454	-0.765550	0.125479	27.509778	0.920730	0.167210	0.101772	0.167334	7	50	61
450	-0.731337	-0.758184	0.134237	28.509778	0.902133	0.194172	0.103332	0.193760	8	67	81
451	-0.754187	-0.779620	0.127166	27.535863	0.920235	0.155993	0.101621	0.155927	8	56	69
452	-0.697475	-0.722378	0.124517	26.561124	0.939095	0.172966	0.099502	0.173305	25	124	154
453	-0.734151	-0.760522	0.131855	27.561124	0.919756	0.159125	0.102071	0.159110	38	73	115
454	-0.746832	-0.773108	0.131378	28.561124	0.901198	0.168632	0.104604	0.169027	27	170	202
455	-0.696732	-0.721844	0.125560	27.663039	0.917830	0.161175	0.098748	0.160822	40	155	217
456	-0.738145	-0.763377	0.126159	28.663039	0.899349	0.176582	0.098452	0.177418	40	124	168
457	-0.752627	-0.777974	0.126738	29.651510	0.881798	0.168527	0.102018	0.169355	36	127	204
458	-0.729447	-0.755080	0.128164	30.651510	0.864726	0.148207	0.102810	0.148773	37	167	210
459	-0.746961	-0.772536	0.127879	29.676770	0.881358	0.164567	0.101199	0.164267	16	58	78
460	-0.726686	-0.751939	0.126262	30.676721	0.864304	0.210888	0.099695	0.211650	11	71	86
461	-0.711731	-0.737064	0.126666	29.912938	0.877270	0.162531	0.100648	0.161567	13	64	81
462	-0.752055	-0.777277	0.126112	28.938198	0.894394	0.173597	0.098643	0.174209	12	53	69
463	-0.717240	-0.742646	0.127027	27.963460	0.912199	0.188292	0.100367	0.188241	12	60	77
464	-0.732739	-0.757674	0.124674	26.988721	0.930727	0.193715	0.098846	0.193320	8	51	63
465	-0.696480	-0.721743	0.126316	27.988721	0.911728	0.174477	0.099485	0.174536	8	124	135
466	-0.757167	-0.784620	0.137267	27.013981	0.930237	0.172885	0.103809	0.173025	36	172	235
467	-0.741960	-0.766958	0.124992	28.013981	0.911258	0.153467	0.098622	0.154339	60	156	220
468	-0.745812	-0.770801	0.124942	27.039242	0.929748	0.171282	0.098503	0.172605	64	190	258
469	-0.728648	-0.752960	0.121561	26.064502	0.949004	0.138720	0.095081	0.139067	57	144	233
470	-0.729219	-0.754569	0.126748	27.063538	0.929278	0.172168	0.100911	0.173227	59	118	181
471	-0.733721	-0.758191	0.122347	26.088798	0.948514	0.170029	0.098094	0.170511	37	146	189
472	-0.751827	-0.777489	0.128308	27.088798	0.928790	0.161415	0.101639	0.161452	11	61	77
473	-0.722756	-0.746705	0.119746	28.088798	0.909870	0.176364	0.096991	0.176908	11	82	97
474	-0.726415	-0.752777	0.131811	29.088096	0.891717	0.153840	0.101465	0.154949	14	60	78
475	-0.722794	-0.745670	0.114380	30.088096	0.874262	0.163411	0.093172	0.163637	8	62	74
476	-0.713785	-0.739610	0.129128	29.113356	0.891267	0.218702	0.100457	0.218100	12	53	68
477	-0.741082	-0.767861	0.133891	28.248527	0.906919	0.181787	0.103483	0.181193	8	53	64
478	-0.740935	-0.766299	0.126817	27.273787	0.925231	0.174468	0.100816	0.174589	8	46	60
479	-0.742588	-0.770132	0.137721	26.299048	0.944298	0.170963	0.107225	0.170537	8	51	63
480	-0.701585	-0.727879	0.131468	25.324308	0.964168	0.161643	0.100325	0.161673	7	43	54
481	-0.765217	-0.792936	0.138595	24.349757	0.984887	0.168630	0.106017	0.168376	14	46	65
482	-0.744731	-0.770601	0.129353	23.375018	1.006521	0.187686	0.101429	0.186814	7	44	56
483	-0.730494	-0.757070	0.132880	22.400278	1.029127	0.212502	0.103801	0.211639	8	45	58
484	-0.720364	-0.746188	0.129122	21.425538	1.052772	0.172101	0.102011	0.172390	7	47	58
485	-0.740873	-0.767627	0.133772	20.590489	1.073909	0.187189	0.103800	0.187088	8	46	58
486	-0.731678	-0.756722	0.125217	19.615750	1.099682	0.169174	0.099803	0.169526	7	51	62
487	-0.719963	-0.745330	0.126835	18.641010	1.126722	0.165697	0.099714	0.165911	7	46	57
488	-0.720296	-0.744774	0.122387	17.700807	1.154095	0.153659	0.096767	0.154160	8	53	65
489	-0.776511	-0.803479	0.134842	16.726067	1.183914	0.199206	0.103867	0.198207	7	53	64
490	-0.733318	-0.758299	0.124904	15.751328	1.215314	0.159388	0.097870	0.159141	20	89	115
491	-0.748507	-0.775350	0.134211	16.751328	1.183121	0.183554	0.103438	0.183966	19	92	115
492	-0.729820	-0.755233	0.127069	17.751325	1.152590	0.175238	0.101186	0.175685	8	77	89
493	-0.746610	-0.771820	0.126046	18.751325	1.123595	0.164008	0.099984	0.164082	13	68	85
494	-0.769901	-0.795728	0.129132	17.776585	1.151839	0.180333	0.101890	0.180947	14	57	78
495	-0.750757	-0.776013	0.126281	18.776585	1.122882	0.172159	0.100710	0.172011	8	57	69
496	-0.749729	-0.776762	0.135160	17.801846	1.151090	0.182258	0.105204	0.182550	14	52	70
497	-0.705036	-0.730951	0.129576	18.801760	1.122172	0.202569	0.101707	0.202545	8	57	69
498	-0.705895	-0.731557	0.128312	19.583109	1.100566	0.150541	0.101364	0.151009	10	52	67
499	-0.721885	-0.746571	0.123430	20.583109	1.074100	0.158773	0.099139	0.158871	8	54	65
500	-0.753143	-0.779375	0.131162	21.582128	1.048900	0.171678	0.101745	0.172187	8	44	60
501	-0.714871	-0.740150	0.126394	22.582128	1.024833	0.148445	0.098404	0.149324	11	47	62
502	-0.657022	-0.681903	0.124407	23.582115	1.001846	0.176368	0.099420	0.176460	8	43	55
503	-0.684776	-0.709148	0.121863	24.582115	0.979867	0.166576	0.095858	0.166802	10	45	60
504	-0.720247	-0.746618	0.131858	25.582115	0.958832	0.164227	0.102226	0.164434	7	49	60
505	-0.729046	-0.755480	0.132169	24.615374	0.979152	0.202365	0.102619	0.202407	9	45	58
506	-0.771488	-0.797268	0.128897	23.640635	1.000532	0.166922	0.100113	0.167335	14	52	70
507	-0.744436	-0.771438	0.135012	24.640635	0.978610	0.173480	0.103895	0.174699	7	48	59
508	-0.718055	-0.742628	0.122864	25.640630	0.957629	0.192267	0.098394	0.191891	9	54	67
509	-0.754257	-0.779463	0.126029	24.665890	0.978069	0.173056	0.098510	0.172878	8	53	65
510	-0.732287	-0.757093	0.124030	23.691172	0.999401	0.157144	0.098104	0.156798	15	60	81
511	-0.706313	-0.731890	0.127884	22.716432	1.021685	0.164226	0.101111	0.163600	7	69	85
512	-0.732435	-0.759228	0.133962	21.741693	1.044984	0.170279	0.104402	0.170506	8	93	105
513	-0.753030	-0.780707	0.138381	20.766953	1.069372	0.168106	0.105918	0.168908	13	58	74
514	-0.719972	-0.746731	0.133798	21.766766	1.044372	0.169227	0.102978	0.169399	8	53	65
515	-0.714086	-0.740715	0.133146	20.792027	1.068730	0.149681	0.102752	0.149574	10	56	70
516	-0.742321	-0.769539	0.136090	21.792027	1.043755	0.147478	0.102799	0.148104	9	50	63
517	-0.708338	-0.735768	0.137151	22.792027	1.019921	0.164618	0.105416	0.164351	10	45	59
518	-0.739747	-0.767526	0.138893	21.818976	1.043098	0.187243	0.103461	0.187625	8	48	59
519	-0.752131	-0.778960	0.134145	20.844237	1.067397	0.197410	0.103814	0.197430	8	45	57
520	-0.700958	-0.725652	0.123471	21.844237	1.042483	0.154815	0.097963	0.155160	9	57	71
521	-0.718174	-0.742436	0.121307	22.844237	1.018706	0.179343	0.098359	0.179433	12	77	93
522	-0.755928	-0.782893	0.134825	23.844236	0.995990	0.189338	0.101763	0.189866	10	63	78
523	-0.732883	-0.759694	0.134056	24.844236	0.974264	0.150420	0.103570	0.150298	8	57	69
524	-0.720834	-0.747591	0.133783	23.869497	0.995429	0.169409	0.102413	0.169737	8	49	61
525	-0.694970	-0.719918	0.124744	24.869497	0.973728	0.145643	0.100079	0.145903	11	54	68
526	-0.727333	-0.754982	0.138245	25.869497	0.952952	0.184181	0.104121	0.185248	9	53	66
527	-0.724321	-0.749661	0.126699	24.894757	0.973192	0.148597	0.100019	0.149199	7	54	66
528	-0.713980	-0.739963	0.129912	25.894757	0.952439	0.156600	0.101642	0.156384	10	57	71
529	-0.712006	-0.737741	0.128676	24.920026	0.972656	0.174909	0.100386	0.175246	9	56	68
530	-0.732657	-0.759001	0.131719	25.920026	0.951926	0.167138	0.101797	0.167672	14	65	82
531	-0.725074	-0.752519	0.137228	24.945287	0.972122	0.161620	0.105199	0.161143	12	56	73
532	-0.737711	-0.763724	0.130068	23.970547	0.993192	0.161563	0.099799	0.162254	11	58	73
533	-0.700219	-0.726250	0.130152	24.970547	0.971587	0.163293	0.100933	0.163453	7	48	59
534	-0.753796	-0.780547	0.133756	23.995809	0.992635	0.183521	0.104433	0.182881	9	53	66
535	-0.737313	-0.761877	0.122820	24.995809	0.971054	0.171555	0.097182	0.172651	8	51	64
536	-0.751227	-0.777982	0.133777	25.995809	0.950391	0.179522	0.105138	0.179274	15	52	71
537	-0.721616	-0.748752	0.135679	26.968771	0.931114	0.150494	0.103081	0.151323	8	53	65
538	-0.682474	-0.707218	0.123724	27.965937	0.912153	0.154148	0.098957	0.154296	8	50	63
539	-0.758930	-0.785022	0.130460	26.991197	0.930679	0.170606	0.099050	0.170691	9	54	67
540	-0.729283	-0.755522	0.131191	26.016458	0.949974	0.154218	0.100539	0.155277	8	49	61
541	-0.755477	-0.781073	0.127979	27.016458	0.930189	0.164445	0.100830	0.164967	12	53	69
542	-0.721599	-0.746477	0.124389	28.016458	0.911212	0.186939	0.099915	0.187517	8	57	70
543	-0.742048	-0.767498	0.127253	27.043966	0.929657	0.157104	0.098590	0.157425	8	45	57
544	-0.742266	-0.769209	0.134713	28.043695	0.910706	0.185083	0.104121	0.184876	8	52	65
545	-0.727507	-0.753189	0.128411	27.068955	0.929174	0.144540	0.099589	0.145862	9	44	57
546	-0.756373	-0.783514	0.135703	28.068955	0.910237	0.188455	0.103040	0.188776	7	53	65
547	-0.730079	-0.757166	0.135436	27.094216	0.928686	0.204850	0.103088	0.205038	8	43	55
548	-0.732343	-0.758481	0.130692	26.119476	0.947897	0.151181	0.101105	0.151144	9	46	58
549	-0.745719	-0.773104	0.136928	25.144736	0.967920	0.175712	0.106028	0.176749	8	45	57
550	-0.749753	-0.776606	0.134269	26.144718	0.947389	0.167184	0.102279	0.167053	11	57	72
551	-0.716285	-0.742986	0.133505	27.130427	0.927987	0.189557	0.102114	0.189565	15	64	94
552	-0.718136	-0.742679	0.122717	28.130425	0.909099	0.142449	0.097379	0.143025	14	91	110
553	-0.731983	-0.758080	0.130484	27.155685	0.927500	0.147591	0.101213	0.148452	12	56	72
