1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
49	-0.727422	-0.734048	0.033128	1.171303	0.580576	0.176451	0.015953	0.176295	30	122	155
50	-0.706936	-0.713673	0.033684	0.192588	0.607388	0.199147	0.016081	0.199020	9	159	169
51	-0.711879	-0.718563	0.033417	1.192588	0.580019	0.148025	0.015777	0.148094	9	144	155
52	-0.715495	-0.722321	0.034132	2.192588	0.555010	0.193190	0.016280	0.193327	32	121	155
53	-0.715417	-0.722150	0.033666	1.416154	0.574234	0.180593	0.015925	0.180505	28	121	153
54	-0.730182	-0.737089	0.034538	2.415744	0.549721	0.153961	0.015964	0.153853	6	46	53
55	-0.668615	-0.675358	0.033712	3.415744	0.527206	0.168296	0.016233	0.168389	10	45	56
56	-0.707469	-0.714205	0.033682	2.437029	0.549221	0.185803	0.015944	0.185822	7	43	50
57	-0.688698	-0.695393	0.033479	1.458314	0.573156	0.168177	0.015519	0.168157	11	44	57
58	-0.715455	-0.722285	0.034150	2.458314	0.548723	0.149908	0.016150	0.149883	7	44	52
59	-0.736699	-0.743678	0.034894	3.458314	0.526288	0.132464	0.016214	0.132362	14	43	57
60	-0.705954	-0.712722	0.033836	4.412554	0.506526	0.156332	0.016129	0.156632	6	43	51
61	-0.680931	-0.687424	0.032463	3.433838	0.526815	0.149516	0.016012	0.149473	9	45	55
62	-0.694129	-0.700654	0.032625	2.455173	0.548796	0.169248	0.015534	0.169119	8	80	88
63	-0.735660	-0.742049	0.031944	3.455141	0.526356	0.177105	0.015265	0.177215	10	163	175
64	-0.701572	-0.708235	0.033311	2.476426	0.548300	0.155369	0.015853	0.155384	7	118	126
65	-0.650002	-0.656644	0.033212	1.497710	0.572152	0.149114	0.016402	0.149109	13	49	63
66	-0.734764	-0.741459	0.033478	0.531976	0.597814	0.160075	0.016529	0.160028	6	44	52
67	-0.705982	-0.712739	0.033786	1.531975	0.571282	0.165291	0.016288	0.165218	8	46	56
68	-0.711699	-0.718671	0.034860	2.531975	0.547005	0.157955	0.016595	0.157743	6	44	51
69	-0.722169	-0.729000	0.034154	1.575199	0.570188	0.154826	0.016330	0.154684	8	47	57
70	-0.711138	-0.717651	0.032565	2.458798	0.548712	0.158040	0.015778	0.158095	7	43	51
71	-0.732240	-0.739144	0.034520	1.547504	0.570889	0.176629	0.016855	0.176289	8	52	60
72	-0.693414	-0.700298	0.034422	0.568862	0.596792	0.153018	0.016478	0.152851	10	124	135
73	-0.671340	-0.678041	0.033505	0.000000	0.612958	0.144279	0.015734	0.144137	32	142	176
74	-0.745006	-0.751822	0.034080	0.000000	0.612958	0.176584	0.016020	0.176499	33	183	217
75	-0.684476	-0.691102	0.033128	0.999983	0.585097	0.164996	0.015755	0.164943	16	170	186
76	-0.704360	-0.711217	0.034289	1.999941	0.559659	0.160263	0.016456	0.160241	10	45	57
77	-0.710038	-0.716875	0.034185	2.977215	0.536848	0.151370	0.016271	0.151546	6	49	57
78	-0.708287	-0.715156	0.034343	1.998500	0.559694	0.169133	0.016504	0.169055	8	42	51
79	-0.728967	-0.736034	0.035332	1.019784	0.584570	0.139395	0.017248	0.139328	6	50	57
80	-0.713960	-0.721057	0.035483	0.098386	0.610100	0.147061	0.016962	0.146785	8	67	77
81	-0.707345	-0.714018	0.033366	1.098386	0.582491	0.140914	0.015743	0.140910	7	116	125
82	-0.713118	-0.720235	0.035587	2.084175	0.557616	0.162826	0.016562	0.162864	72	203	277
83	-0.709842	-0.716810	0.034842	1.105459	0.582305	0.178398	0.016365	0.178247	31	54	86
84	-0.719452	-0.726216	0.033821	2.105459	0.557103	0.144451	0.016360	0.144276	7	44	51
85	-0.720622	-0.727464	0.034209	1.126744	0.581745	0.160418	0.016335	0.160243	6	51	59
86	-0.696805	-0.703773	0.034840	0.148130	0.608664	0.175608	0.016378	0.175639	8	90	99
87	-0.702714	-0.709516	0.034012	0.000000	0.612958	0.152344	0.016386	0.152106	35	118	153
88	-0.701003	-0.707995	0.034960	0.929053	0.586989	0.155610	0.016713	0.155420	34	145	179
89	-0.733152	-0.740166	0.035072	1.929053	0.561389	0.153511	0.017030	0.153332	33	175	210
90	-0.695864	-0.702583	0.033598	0.950368	0.586419	0.183389	0.015967	0.183265	28	126	156
91	-0.738020	-0.744700	0.033400	0.000000	0.612958	0.196676	0.015807	0.196722	30	122	153
92	-0.728322	-0.735239	0.034585	0.000000	0.612958	0.165154	0.016285	0.164935	29	150	180
93	-0.704556	-0.711757	0.036004	0.000000	0.612958	0.165871	0.017404	0.165580	10	116	127
94	-0.715813	-0.723061	0.036238	0.000000	0.612958	0.146448	0.017171	0.146485	10	169	182
95	-0.718002	-0.725185	0.035919	0.000000	0.612958	0.160532	0.016862	0.160501	31	170	204
96	-0.740161	-0.747640	0.037394	0.999534	0.585109	0.153226	0.017760	0.152878	33	123	158
97	-0.734244	-0.741386	0.035714	1.618203	0.569104	0.149229	0.016881	0.149243	33	153	187
98	-0.745523	-0.752520	0.034983	0.723567	0.592542	0.158579	0.016881	0.158353	19	160	179
99	-0.697671	-0.704794	0.035612	0.000000	0.612958	0.154291	0.016492	0.154248	32	125	158
100	-0.736335	-0.743566	0.036154	0.000000	0.612958	0.145053	0.017142	0.144948	34	173	209
101	-0.717105	-0.724270	0.035827	0.000000	0.612958	0.159810	0.017341	0.159777	27	189	218
102	-0.702070	-0.709049	0.034896	0.996268	0.585195	0.148264	0.016676	0.148136	14	115	132
103	-0.732647	-0.739644	0.034988	0.017552	0.612446	0.169197	0.016501	0.169002	35	159	196
104	-0.709068	-0.716415	0.036738	0.000000	0.612958	0.152218	0.017496	0.152221	31	124	157
105	-0.707606	-0.714730	0.035618	0.000000	0.612958	0.148993	0.017053	0.148876	29	143	174
106	-0.737515	-0.744442	0.034631	0.000000	0.612958	0.160093	0.016333	0.160012	29	114	145
107	-0.744162	-0.751379	0.036086	1.000000	0.585096	0.150409	0.017174	0.150516	31	48	81
108	-0.723937	-0.731072	0.035672	0.021285	0.612337	0.195215	0.016855	0.195193	6	48	56
109	-0.727797	-0.734911	0.035567	1.021285	0.584531	0.172224	0.016896	0.172106	6	45	53
110	-0.735745	-0.742783	0.035194	0.058147	0.611265	0.165025	0.016820	0.164767	9	50	60
111	-0.695895	-0.702851	0.034778	0.000000	0.612958	0.146617	0.016572	0.146479	6	44	51
112	-0.729089	-0.736474	0.036926	0.000000	0.612958	0.176776	0.017515	0.176786	6	47	54
113	-0.696924	-0.703962	0.035186	0.000000	0.612958	0.165632	0.016691	0.165713	6	43	50
114	-0.705410	-0.712691	0.036407	1.000000	0.585096	0.159768	0.017895	0.159518	7	48	55
115	-0.692200	-0.699349	0.035748	1.989373	0.559916	0.184742	0.016776	0.184725	6	43	50
116	-0.702557	-0.709852	0.036477	2.989373	0.536576	0.160153	0.017053	0.160000	6	46	54
117	-0.724211	-0.731500	0.036440	2.010658	0.559398	0.181823	0.016996	0.181625	6	44	51
118	-0.682618	-0.690040	0.037109	3.010651	0.536100	0.173405	0.017526	0.173401	6	47	54
119	-0.728435	-0.735850	0.037076	4.010650	0.514665	0.165011	0.017728	0.164965	8	42	51
120	-0.717755	-0.725183	0.037142	3.031950	0.535625	0.162695	0.017409	0.162746	6	43	50
121	-0.732922	-0.740298	0.036881	4.031948	0.514227	0.162412	0.017562	0.162388	13	48	62
122	-0.719658	-0.726737	0.035393	5.031947	0.494474	0.188236	0.016785	0.188270	7	53	61
123	-0.699393	-0.706422	0.035146	4.053231	0.513791	0.181471	0.016673	0.181536	8	47	56
124	-0.726022	-0.733232	0.036054	4.374503	0.507285	0.184797	0.017068	0.184795	8	53	63
125	-0.718740	-0.725864	0.035618	5.374503	0.488051	0.155223	0.017274	0.155113	7	46	54
126	-0.736225	-0.743537	0.036560	4.395788	0.506860	0.167059	0.017549	0.167116	7	50	58
127	-0.720862	-0.728195	0.036667	5.395788	0.487658	0.138789	0.017011	0.138743	6	43	51
128	-0.710653	-0.717887	0.036169	4.417072	0.506436	0.178551	0.017129	0.178520	6	52	60
129	-0.717732	-0.725059	0.036631	5.416181	0.487281	0.152609	0.017221	0.152382	8	47	56
130	-0.739820	-0.747317	0.037487	4.437465	0.506030	0.172576	0.018095	0.172371	8	53	63
131	-0.733475	-0.740628	0.035762	3.458750	0.526279	0.161443	0.016806	0.161546	7	46	55
132	-0.737554	-0.744863	0.036544	2.480034	0.548215	0.170381	0.017102	0.170515	13	51	65
133	-0.727948	-0.735288	0.036699	1.501319	0.572060	0.163144	0.017188	0.163273	7	50	58
134	-0.728776	-0.735999	0.036115	0.522603	0.598074	0.164650	0.017624	0.164774	16	57	75
135	-0.724583	-0.731760	0.035885	1.405600	0.574504	0.155086	0.017079	0.154902	6	51	59
136	-0.727504	-0.735390	0.039429	2.404715	0.549980	0.146806	0.018594	0.146827	12	67	80
137	-0.680252	-0.687823	0.037855	1.426001	0.573982	0.162727	0.017931	0.162788	11	43	56
138	-0.713289	-0.720652	0.036815	2.425862	0.549483	0.139322	0.017434	0.139219	8	43	52
139	-0.721868	-0.729226	0.036791	1.447156	0.573441	0.206103	0.017202	0.205921	6	48	55
140	-0.704339	-0.711285	0.034734	2.447156	0.548984	0.146902	0.016549	0.146847	13	57	71
141	-0.723172	-0.730640	0.037340	1.468440	0.572898	0.151761	0.017891	0.151877	16	46	62
142	-0.711841	-0.719087	0.036230	2.468436	0.548486	0.190272	0.017110	0.190252	7	51	59
143	-0.727608	-0.735117	0.037549	2.348516	0.551303	0.170251	0.018034	0.170044	6	45	53
144	-0.729785	-0.737306	0.037607	3.144321	0.533132	0.160698	0.017861	0.160537	7	51	59
145	-0.735274	-0.742480	0.036032	2.165606	0.555656	0.171986	0.017115	0.171962	11	168	180
146	-0.742384	-0.749782	0.036990	3.165605	0.532663	0.175782	0.017425	0.175652	9	145	155
147	-0.724606	-0.731834	0.036145	2.186890	0.555146	0.157927	0.016858	0.157864	29	77	107
148	-0.718310	-0.725895	0.037927	1.229106	0.579066	0.168849	0.017663	0.168688	7	45	54
149	-0.701319	-0.708463	0.035719	0.250390	0.605735	0.167079	0.016870	0.167012	7	54	61
150	-0.728997	-0.736437	0.037197	0.000000	0.612958	0.164714	0.017575	0.164589	6	44	51
151	-0.717704	-0.725061	0.036783	0.998712	0.585130	0.137155	0.017377	0.137239	6	51	58
152	-0.719048	-0.726219	0.035855	0.019996	0.612375	0.202506	0.016994	0.202554	7	43	50
153	-0.742887	-0.750378	0.037456	1.019996	0.584565	0.168332	0.018043	0.168130	6	52	59
154	-0.743285	-0.750681	0.036980	2.019996	0.559171	0.175476	0.017871	0.175368	7	43	51
155	-0.701386	-0.708638	0.036261	1.041283	0.584000	0.145391	0.016793	0.145345	6	49	55
156	-0.720151	-0.727610	0.037294	2.041240	0.558656	0.164569	0.017758	0.164566	7	42	50
157	-0.724890	-0.732472	0.037906	1.778472	0.565100	0.151493	0.017874	0.151311	6	50	57
158	-0.711543	-0.719299	0.038778	0.799757	0.590471	0.160364	0.018784	0.160428	6	44	51
159	-0.748695	-0.756062	0.036832	0.000000	0.612958	0.145647	0.017743	0.145487	6	52	60
160	-0.700567	-0.708117	0.037751	0.998253	0.585143	0.211852	0.018062	0.211841	6	43	50
161	-0.694436	-0.701908	0.037359	0.019538	0.612388	0.153010	0.017502	0.152986	6	52	59
162	-0.735478	-0.743081	0.038014	1.019538	0.584577	0.149159	0.018266	0.149288	6	43	50
163	-0.695351	-0.703024	0.038362	2.019538	0.559182	0.188103	0.017890	0.188082	7	52	60
164	-0.697170	-0.704764	0.037968	3.019538	0.535902	0.161353	0.017922	0.161321	6	43	51
165	-0.713995	-0.721197	0.036012	2.040822	0.558666	0.160995	0.017030	0.160910	6	51	59
166	-0.714650	-0.722309	0.038293	1.062107	0.583449	0.170578	0.018187	0.170281	6	47	54
167	-0.690719	-0.698168	0.037244	2.061439	0.558166	0.150131	0.017832	0.150127	6	52	60
168	-0.719133	-0.726480	0.036735	1.082932	0.582899	0.192374	0.017446	0.192156	7	44	51
169	-0.726226	-0.733854	0.038140	0.124000	0.609360	0.148664	0.017987	0.148534	6	50	57
170	-0.755374	-0.763103	0.038646	1.041603	0.583992	0.171400	0.018370	0.171482	6	43	50
171	-0.715604	-0.723359	0.038773	2.041603	0.558647	0.160959	0.017872	0.161125	7	48	56
172	-0.718537	-0.726252	0.038574	3.041603	0.535410	0.165116	0.018439	0.164817	6	43	50
173	-0.698435	-0.705730	0.036471	2.062887	0.558131	0.165065	0.017449	0.164858	7	50	58
174	-0.724733	-0.732096	0.036814	3.062887	0.534936	0.161751	0.017228	0.161780	6	43	51
175	-0.718539	-0.726141	0.038007	2.084205	0.557616	0.188897	0.017662	0.188867	7	50	58
176	-0.696373	-0.703828	0.037273	1.105494	0.582304	0.166324	0.017820	0.166155	6	43	51
177	-0.754151	-0.762051	0.039501	2.101774	0.557192	0.184376	0.018599	0.184314	6	56	64
178	-0.686979	-0.694540	0.037807	3.101774	0.534073	0.159452	0.017663	0.159517	7	42	50
179	-0.686035	-0.693341	0.036531	2.123059	0.556679	0.182607	0.017049	0.182615	6	52	59
180	-0.685129	-0.692715	0.037928	1.144343	0.581282	0.167485	0.018085	0.167138	6	43	51
181	-0.698434	-0.705868	0.037168	2.053010	0.558370	0.156114	0.017718	0.155746	7	51	58
182	-0.717292	-0.725057	0.038827	1.074295	0.583127	0.170947	0.018301	0.170896	7	46	55
183	-0.728059	-0.735716	0.038288	0.095579	0.610181	0.181883	0.018223	0.181519	7	53	60
184	-0.742092	-0.749965	0.039365	0.000000	0.612958	0.159684	0.018253	0.159374	7	43	51
185	-0.722568	-0.730132	0.037819	0.000000	0.612958	0.143261	0.017452	0.143237	6	52	60
186	-0.726144	-0.733791	0.038232	0.999999	0.585096	0.187657	0.017839	0.187419	7	43	50
187	-0.725681	-0.733126	0.037225	1.992696	0.559835	0.161384	0.017575	0.161184	7	52	61
188	-0.722793	-0.730488	0.038474	1.013981	0.584725	0.158544	0.017864	0.158679	6	43	50
189	-0.685665	-0.693346	0.038404	2.013945	0.559318	0.147290	0.018091	0.147047	6	50	58
190	-0.701684	-0.709744	0.040303	1.592849	0.569743	0.162810	0.019257	0.162783	7	46	53
191	-0.708894	-0.716707	0.039065	2.592669	0.545598	0.174978	0.018606	0.174856	9	51	62
192	-0.720952	-0.728683	0.038653	1.624331	0.568950	0.168666	0.018043	0.168607	6	43	50
193	-0.735496	-0.743284	0.038938	0.645616	0.594675	0.164048	0.018378	0.164120	6	53	60
194	-0.711102	-0.718475	0.036867	1.645615	0.568415	0.174682	0.017376	0.174552	7	43	52
195	-0.704041	-0.711791	0.038749	2.636090	0.544596	0.180192	0.018154	0.180089	8	48	56
196	-0.703106	-0.711013	0.039536	1.712400	0.566744	0.160702	0.018132	0.160524	6	42	50
197	-0.670941	-0.678684	0.038715	0.745284	0.591950	0.158986	0.017927	0.158885	6	52	59
198	-0.720628	-0.728476	0.039243	1.745283	0.565925	0.130789	0.018650	0.130733	7	50	58
199	-0.737184	-0.744829	0.038228	1.639485	0.568569	0.162502	0.017838	0.162486	11	48	60
200	-0.659755	-0.667589	0.039168	1.712057	0.566753	0.157500	0.017881	0.157389	6	50	57
201	-0.697627	-0.705515	0.039439	1.375812	0.575269	0.148535	0.018646	0.148362	9	44	55
202	-0.682758	-0.690588	0.039153	0.397099	0.601582	0.139313	0.018468	0.139183	6	45	52
203	-0.734180	-0.742124	0.039722	0.000000	0.612958	0.181786	0.018515	0.181735	8	44	52
204	-0.693211	-0.701235	0.040119	1.000000	0.585096	0.151629	0.019016	0.151349	7	48	56
205	-0.725529	-0.733781	0.041259	2.000000	0.559657	0.153336	0.019245	0.153031	9	44	54
206	-0.728241	-0.736362	0.040606	3.000000	0.536338	0.161604	0.019172	0.161355	6	43	51
207	-0.716336	-0.724439	0.040517	3.999999	0.514885	0.171683	0.018838	0.171516	11	44	57
208	-0.710220	-0.718313	0.040463	3.021283	0.535863	0.155150	0.019319	0.154889	7	43	50
209	-0.699723	-0.707870	0.040734	2.042568	0.558623	0.161100	0.019084	0.160662	6	51	58
210	-0.725036	-0.732849	0.039065	1.080242	0.582970	0.152400	0.017954	0.152422	7	42	51
211	-0.732822	-0.741018	0.040981	0.101527	0.610009	0.161198	0.019321	0.160954	12	44	57
212	-0.735567	-0.743601	0.040168	1.101527	0.582408	0.144487	0.018830	0.144246	7	43	50
213	-0.713956	-0.722343	0.041932	2.101527	0.557198	0.143096	0.019525	0.142994	9	46	55
214	-0.735747	-0.743879	0.040660	3.101525	0.534079	0.148245	0.019110	0.148260	6	43	50
215	-0.734465	-0.742534	0.040345	2.126328	0.556600	0.161927	0.018972	0.161762	6	51	59
216	-0.739050	-0.747259	0.041044	3.126328	0.533530	0.158780	0.019023	0.158613	7	42	50
217	-0.725932	-0.734036	0.040522	2.147739	0.556085	0.174012	0.019236	0.174135	6	52	59
218	-0.727983	-0.736099	0.040580	3.147724	0.533057	0.159863	0.019198	0.159768	6	44	51
219	-0.727889	-0.736213	0.041620	2.169036	0.555574	0.170236	0.019405	0.170190	7	47	55
220	-0.726269	-0.734350	0.040404	3.169036	0.532587	0.179831	0.018879	0.179731	6	44	50
221	-0.715373	-0.723729	0.041779	2.190320	0.555064	0.165461	0.019442	0.165429	6	52	59
222	-0.726313	-0.734584	0.041356	3.134009	0.533360	0.157222	0.018914	0.157025	8	65	74
223	-0.707518	-0.715984	0.042330	2.155294	0.555904	0.171504	0.019422	0.171426	12	114	128
224	-0.690197	-0.698388	0.040956	3.155294	0.532890	0.144537	0.019079	0.144642	35	99	134
225	-0.696996	-0.705367	0.041855	3.539521	0.524546	0.162273	0.019220	0.162276	12	73	87
226	-0.717814	-0.726435	0.043104	3.232957	0.531182	0.161511	0.020034	0.161439	28	123	152
227	-0.739216	-0.747555	0.041695	2.254242	0.553538	0.163723	0.019495	0.163600	33	155	191
228	-0.753647	-0.761884	0.041183	1.275526	0.577859	0.184801	0.018929	0.184714	54	143	198
229	-0.753349	-0.761811	0.042310	0.296811	0.604415	0.160241	0.019625	0.160085	32	146	180
230	-0.734447	-0.742540	0.040466	1.296811	0.577307	0.156005	0.018965	0.156048	13	177	193
231	-0.727362	-0.735958	0.042977	2.296811	0.552527	0.174072	0.019614	0.173958	31	95	131
232	-0.729077	-0.737163	0.040431	1.318096	0.576757	0.170087	0.018568	0.170137	11	164	176
233	-0.757409	-0.765942	0.042664	0.339381	0.603209	0.153059	0.019925	0.152636	27	121	150
234	-0.692393	-0.700290	0.039484	0.000000	0.612958	0.164858	0.018319	0.164709	7	55	64
235	-0.722974	-0.731344	0.041853	0.309214	0.604063	0.194301	0.019553	0.194184	6	44	52
236	-0.686200	-0.694585	0.041928	0.000000	0.612958	0.152531	0.019356	0.152597	7	52	60
237	-0.693130	-0.701147	0.040083	0.000000	0.612958	0.130282	0.018503	0.130066	7	89	97
238	-0.738991	-0.747123	0.040661	0.036926	0.611882	0.162415	0.018954	0.162325	27	119	150
239	-0.686671	-0.694774	0.040517	0.000000	0.612958	0.143502	0.018952	0.143504	7	76	85
240	-0.706296	-0.714478	0.040907	0.000000	0.612958	0.167354	0.018820	0.167205	7	50	58
241	-0.710195	-0.718594	0.041992	1.000000	0.585096	0.137327	0.019283	0.137425	7	95	103
242	-0.713755	-0.722000	0.041223	1.972541	0.560326	0.130324	0.019370	0.130173	31	121	152
243	-0.718876	-0.727095	0.041095	0.994016	0.585255	0.163750	0.019142	0.163655	31	121	154
244	-0.737899	-0.746736	0.044185	0.039885	0.611796	0.158663	0.020112	0.158671	33	141	176
245	-0.712509	-0.720649	0.040700	0.000000	0.612958	0.169041	0.018497	0.168808	10	113	126
246	-0.751925	-0.760340	0.042072	0.000000	0.612958	0.149868	0.019329	0.149662	31	49	84
247	-0.726172	-0.734610	0.042187	1.000000	0.585096	0.161606	0.019615	0.161588	12	68	82
248	-0.713606	-0.722106	0.042500	2.000000	0.559657	0.179735	0.019393	0.179442	6	54	62
249	-0.732177	-0.740756	0.042893	1.021285	0.584531	0.178194	0.019994	0.177773	7	44	51
250	-0.722204	-0.730462	0.041294	2.021285	0.559140	0.168512	0.018764	0.168411	7	50	59
251	-0.737696	-0.746396	0.043499	3.021285	0.535863	0.171052	0.020209	0.170642	6	46	53
252	-0.716838	-0.725282	0.042222	4.021284	0.514447	0.162871	0.019151	0.162604	13	55	69
253	-0.726905	-0.735672	0.043833	3.042569	0.535389	0.193980	0.020434	0.193968	6	43	51
254	-0.724166	-0.732876	0.043548	2.065136	0.558077	0.161945	0.019656	0.161775	8	48	57
255	-0.715584	-0.724221	0.043184	3.065130	0.534887	0.164182	0.019806	0.164247	6	43	49
256	-0.704590	-0.712910	0.041597	4.065130	0.513547	0.160134	0.019160	0.160066	6	53	61
257	-0.737440	-0.746219	0.043892	3.086415	0.534414	0.156540	0.019594	0.156510	6	44	50
258	-0.714025	-0.722460	0.042178	4.086415	0.513111	0.136529	0.019685	0.136460	6	52	60
259	-0.743491	-0.752052	0.042802	5.086097	0.493447	0.159454	0.019652	0.159511	6	44	51
260	-0.773036	-0.781454	0.042091	4.108444	0.512661	0.169616	0.019288	0.169411	7	49	57
261	-0.691508	-0.699903	0.041975	5.108443	0.493025	0.146686	0.019577	0.146444	6	45	52
262	-0.713809	-0.722588	0.043894	4.129727	0.512227	0.195705	0.020247	0.195388	6	56	64
263	-0.727617	-0.736123	0.042529	3.799960	0.519038	0.147240	0.019812	0.147236	7	123	132
264	-0.723690	-0.732265	0.042874	2.821244	0.540363	0.142694	0.019467	0.142520	34	158	193
265	-0.709420	-0.717859	0.042192	1.842529	0.563515	0.161336	0.019097	0.161166	30	123	155
266	-0.721740	-0.730310	0.042846	0.869811	0.588579	0.154550	0.019725	0.154573	30	96	127
267	-0.758196	-0.767015	0.044097	0.000000	0.612958	0.170838	0.020521	0.170703	30	69	100
268	-0.729407	-0.737887	0.042399	0.998183	0.585144	0.165831	0.019286	0.165588	10	45	57
269	-0.717674	-0.726390	0.043579	1.997101	0.559728	0.163185	0.020361	0.162940	7	43	51
270	-0.691321	-0.700049	0.043640	2.786679	0.541148	0.167111	0.019894	0.167028	9	48	57
271	-0.699806	-0.708540	0.043674	3.786001	0.519330	0.169423	0.020446	0.169403	8	78	87
272	-0.676138	-0.684579	0.042206	2.807286	0.540680	0.149202	0.019538	0.149212	26	155	182
273	-0.684572	-0.693201	0.043149	3.807282	0.518885	0.166556	0.019890	0.166486	37	177	238
274	-0.755948	-0.764715	0.043835	3.885138	0.517261	0.199888	0.020130	0.199828	37	198	237
275	-0.740631	-0.749355	0.043622	2.906422	0.538438	0.172309	0.020119	0.172206	11	46	59
